Author,Genre,Sentence
austen,romance,"and emma pass into it with the housekeep to receiv her assist in the most comfort manner. she was oblig to leav the door ajar as she found it; but she fulli intend that mr. elton should close it. it was not closed, however, it still remain ajar; but by engag the housekeep in incess conversation, she hope to make it practic for him to chuse his own subject in the adjoin room. for ten minut she could hear noth but herself. it could be protract no longer. she was then oblig to be finished, and make her appearance. the lover were stand togeth at one of the windows. it had a most favour aspect; and, for half a minute, emma felt the glori of have scheme successfully. but it would not do; he had not come to the point. he had been most agreeable, most delightful; he had told"
austen,romance,"harriet that he had seen them go by, and had purpos follow them; other littl gallantri and allus had been dropt, but noth serious. ""cautious, veri cautious,"" thought emma; ""he advanc inch by inch, and will hazard noth till he believ himself secure."" still, however, though everi thing had not been accomplish by her ingeni device, she could not but flatter herself that it had been the occas of much present enjoy to both, and must be lead them forward to the great event. chapter xi mr. elton must now be left to himself. it was no longer in emma power to superintend his happi or quicken his measures. the come of her sister famili was so veri near at hand, that first in anticipation, and then in reality, it becam henceforth her prime object of interest; and dure the ten day of their stay at hartfield it was not"
austen,romance,"to be expected--sh did not herself expect-- that ani thing beyond occasional, fortuit assist could be afford by her to the lovers. they might advanc rapid if they would, however; they must advanc somehow or other whether they would or no. she hard wish to have more leisur for them. there are people, who the more you do for them, the less they will do for themselves. mr. and mrs. john knightley, from have been longer than usual absent from surry, were excit of cours rather more than the usual interest. till this year, everi long vacat sinc their marriag had been divid between hartfield and donwel abbey; but all the holiday of this autumn had been given to sea-bath for the children, and it was therefor mani month sinc they had been seen in a regular way by their surri connexions, or seen at all by mr. woodhouse, who"
austen,romance,"could not be induc to get so far as london, even for poor isabella sake; and who consequ was now most nervous and apprehens happi in forestal this too short visit. he thought much of the evil of the journey for her, and not a littl of the fatigu of his own hors and coachman who were to bring some of the parti the last half of the way; but his alarm were needless; the sixteen mile be happili accomplished, and mr. and mrs. john knightley, their five children, and a compet number of nursery-maids, all reach hartfield in safety. the bustl and joy of such an arrival, the mani to be talk to, welcomed, encouraged, and various dispers and dispos of, produc a nois and confus which his nerv could not have born under ani other cause, nor have endur much longer even for this; but the way of"
austen,romance,"hartfield and the feel of her father were so respect by mrs. john knightley, that in spite of matern solicitud for the immedi enjoy of her littl ones, and for their have instant all the liberti and attendance, all the eat and drinking, and sleep and playing, which they could possibl wish for, without the smallest delay, the children were never allow to be long a disturb to him, either in themselv or in ani restless attend on them. mrs. john knightley was a pretty, eleg littl woman, of gentle, quiet manners, and a disposit remark amiabl and affectionate; wrapt up in her family; a devot wife, a doat mother, and so tender attach to her father and sister that, but for these higher ties, a warmer love might have seem impossible. she could never see a fault in ani of them. she was not a woman of strong understand"
austen,romance,"or ani quickness; and with this resembl of her father, she inherit also much of his constitution; was delic in her own health, over-car of that of her children, had mani fear and mani nerves, and was as fond of her own mr. wingfield in town as her father could be of mr. perry. they were alik too, in a general benevol of temper, and a strong habit of regard for everi old acquaintance. mr. john knightley was a tall, gentleman-like, and veri clever man; rise in his profession, domestic, and respect in his privat character; but with reserv manner which prevent his be general pleasing; and capabl of be sometim out of humour. he was not an ill-temp man, not so often unreason cross as to deserv such a reproach; but his temper was not his great perfection; and, indeed, with such a worship wife, it was hard possibl"
austen,romance,"that ani natur defect in it should not be increased. the extrem sweet of her temper must hurt his. he had all the clear and quick of mind which she wanted, and he could sometim act an ungracious, or say a sever thing. he was not a great favourit with his fair sister-in-law. noth wrong in him escap her. she was quick in feel the littl injuri to isabella, which isabella never felt herself. perhap she might have pass over more had his manner been flatter to isabella sister, but they were onli those of a calm kind brother and friend, without prais and without blindness; but hard ani degre of person compliment could have made her regardless of that greatest fault of all in her eye which he sometim fell into, the want of respect forbear toward her father. there he had not alway the patienc that could have"
austen,romance,"been wished. mr. woodhous peculiar and fidgeti were sometim provok him to a ration remonstr or sharp retort equal ill-bestowed. it did not often happen; for mr. john knightley had realli a great regard for his father-in-law, and general a strong sens of what was due to him; but it was too often for emma charity, especi as there was all the pain of apprehens frequent to be endured, though the offenc came not. the beginning, however, of everi visit display none but the properest feelings, and this be of necess so short might be hope to pass away in unsulli cordiality. they had not been long seat and compos when mr. woodhouse, with a melancholi shake of the head and a sigh, call his daughter attent to the sad chang at hartfield sinc she had been there last. ""ah, my dear,"" said he, ""poor miss taylor--it is a grievous"
bible,religion,"[the king jame bible] the old testament of the king jame bibl the first book of moses: call genesi 1:1 in the begin god creat the heaven and the earth. 1:2 and the earth was without form, and void; and dark was upon the face of the deep. and the spirit of god move upon the face of the waters. 1:3 and god said, let there be light: and there was light. 1:4 and god saw the light, that it was good: and god divid the light from the darkness. 1:5 and god call the light day, and the dark he call night. and the even and the morn were the first day. 1:6 and god said, let there be a firmament in the midst of the waters, and let it divid the water from the waters. 1:7 and god made the firmament, and divid the water which were under"
bible,religion,"the firmament from the water which were abov the firmament: and it was so. 1:8 and god call the firmament heaven. and the even and the morn were the second day. 1:9 and god said, let the water under the heaven be gather togeth unto one place, and let the dri land appear: and it was so. 1:10 and god call the dri land earth; and the gather togeth of the water call he seas: and god saw that it was good. 1:11 and god said, let the earth bring forth grass, the herb yield seed, and the fruit tree yield fruit after his kind, whose seed is in itself, upon the earth: and it was so. 1:12 and the earth brought forth grass, and herb yield seed after his kind, and the tree yield fruit, whose seed was in itself, after his kind: and god saw that it was"
bible,religion,"good. 1:13 and the even and the morn were the third day. 1:14 and god said, let there be light in the firmament of the heaven to divid the day from the night; and let them be for signs, and for seasons, and for days, and years: 1:15 and let them be for light in the firmament of the heaven to give light upon the earth: and it was so. 1:16 and god made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the star also. 1:17 and god set them in the firmament of the heaven to give light upon the earth, 1:18 and to rule over the day and over the night, and to divid the light from the darkness: and god saw that it was good. 1:19 and the even and the morn were the fourth"
bible,religion,"day. 1:20 and god said, let the water bring forth abund the move creatur that hath life, and fowl that may fli abov the earth in the open firmament of heaven. 1:21 and god creat great whales, and everi live creatur that moveth, which the water brought forth abundantly, after their kind, and everi wing fowl after his kind: and god saw that it was good. 1:22 and god bless them, saying, be fruitful, and multiply, and fill the water in the seas, and let fowl multipli in the earth. 1:23 and the even and the morn were the fifth day. 1:24 and god said, let the earth bring forth the live creatur after his kind, cattle, and creep thing, and beast of the earth after his kind: and it was so. 1:25 and god made the beast of the earth after his kind, and cattl after their kind, and"
bible,religion,"everi thing that creepeth upon the earth after his kind: and god saw that it was good. 1:26 and god said, let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over everi creep thing that creepeth upon the earth. 1:27 so god creat man in his own image, in the imag of god creat he him; male and femal creat he them. 1:28 and god bless them, and god said unto them, be fruitful, and multiply, and replenish the earth, and subdu it: and have dominion over the fish of the sea, and over the fowl of the air, and over everi live thing that moveth upon the earth. 1:29 and god said, behold, i have given you everi herb bear"
bible,religion,"seed, which is upon the face of all the earth, and everi tree, in the which is the fruit of a tree yield seed; to you it shall be for meat. 1:30 and to everi beast of the earth, and to everi fowl of the air, and to everi thing that creepeth upon the earth, wherein there is life, i have given everi green herb for meat: and it was so. 1:31 and god saw everi thing that he had made, and, behold, it was veri good. and the even and the morn were the sixth day. 2:1 thus the heaven and the earth were finished, and all the host of them. 2:2 and on the seventh day god end his work which he had made; and he rest on the seventh day from all his work which he had made. 2:3 and god bless the seventh day, and sanctifi"
bible,religion,"it: becaus that in it he had rest from all his work which god creat and made. 2:4 these are the generat of the heaven and of the earth when they were created, in the day that the lord god made the earth and the heavens, 2:5 and everi plant of the field befor it was in the earth, and everi herb of the field befor it grew: for the lord god had not caus it to rain upon the earth, and there was not a man to till the ground. 2:6 but there went up a mist from the earth, and water the whole face of the ground. 2:7 and the lord god form man of the dust of the ground, and breath into his nostril the breath of life; and man becam a live soul. 2:8 and the lord god plant a garden eastward in eden; and there"
bible,religion,"he put the man whom he had formed. 2:9 and out of the ground made the lord god to grow everi tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledg of good and evil. 2:10 and a river went out of eden to water the garden; and from thenc it was parted, and becam into four heads. 2:11 the name of the first is pison: that is it which compasseth the whole land of havilah, where there is gold; 2:12 and the gold of that land is good: there is bdellium and the onyx stone. 2:13 and the name of the second river is gihon: the same is it that compasseth the whole land of ethiopia. 2:14 and the name of the third river is hiddekel: that is it which goeth toward"
bible,religion,"the east of assyria. and the fourth river is euphrates. 2:15 and the lord god took the man, and put him into the garden of eden to dress it and to keep it. 2:16 and the lord god command the man, saying, of everi tree of the garden thou mayest freeli eat: 2:17 but of the tree of the knowledg of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt sure die. 2:18 and the lord god said, it is not good that the man should be alone; i will make him an help meet for him. 2:19 and out of the ground the lord god form everi beast of the field, and everi fowl of the air; and brought them unto adam to see what he would call them: and whatsoev adam call everi live creature, that was the"
bible,religion,"name thereof. 2:20 and adam gave name to all cattle, and to the fowl of the air, and to everi beast of the field; but for adam there was not found an help meet for him. 2:21 and the lord god caus a deep sleep to fall upon adam, and he slept: and he took one of his ribs, and close up the flesh instead thereof; 2:22 and the rib, which the lord god had taken from man, made he a woman, and brought her unto the man. 2:23 and adam said, this is now bone of my bones, and flesh of my flesh: she shall be call woman, becaus she was taken out of man. 2:24 therefor shall a man leav his father and his mother, and shall cleav unto his wife: and they shall be one flesh. 2:25 and they were both naked, the man and his wife,"
bible,religion,"and were not ashamed. 3:1 now the serpent was more subtil than ani beast of the field which the lord god had made. and he said unto the woman, yea, hath god said, ye shall not eat of everi tree of the garden? 3:2 and the woman said unto the serpent, we may eat of the fruit of the tree of the garden: 3:3 but of the fruit of the tree which is in the midst of the garden, god hath said, ye shall not eat of it, neither shall ye touch it, lest ye die. 3:4 and the serpent said unto the woman, ye shall not sure die: 3:5 for god doth know that in the day ye eat thereof, then your eye shall be opened, and ye shall be as gods, know good and evil. 3:6 and when the woman saw that the tree was good for food,"
bible,religion,"and that it was pleasant to the eyes, and a tree to be desir to make one wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat. 3:7 and the eye of them both were opened, and they knew that they were naked; and they sew fig leav together, and made themselv aprons. 3:8 and they heard the voic of the lord god walk in the garden in the cool of the day: and adam and his wife hid themselv from the presenc of the lord god amongst the tree of the garden. 3:9 and the lord god call unto adam, and said unto him, where art thou? 3:10 and he said, i heard thi voic in the garden, and i was afraid, becaus i was naked; and i hid myself. 3:11 and he said, who told thee"
bible,religion,"that thou wast naked? hast thou eaten of the tree, whereof i command thee that thou shouldest not eat? 3:12 and the man said, the woman whom thou gavest to be with me, she gave me of the tree, and i did eat. 3:13 and the lord god said unto the woman, what is this that thou hast done? and the woman said, the serpent beguil me, and i did eat. 3:14 and the lord god said unto the serpent, becaus thou hast done this, thou art curs abov all cattle, and abov everi beast of the field; upon thi belli shalt thou go, and dust shalt thou eat all the day of thi life: 3:15 and i will put enmiti between thee and the woman, and between thi seed and her seed; it shall bruis thi head, and thou shalt bruis his heel. 3:16 unto the woman he said,"
bible,religion,"i will great multipli thi sorrow and thi conception; in sorrow thou shalt bring forth children; and thi desir shall be to thi husband, and he shall rule over thee. 3:17 and unto adam he said, becaus thou hast hearken unto the voic of thi wife, and hast eaten of the tree, of which i command thee, saying, thou shalt not eat of it: curs is the ground for thi sake; in sorrow shalt thou eat of it all the day of thi life; 3:18 thorn also and thistl shall it bring forth to thee; and thou shalt eat the herb of the field; 3:19 in the sweat of thi face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return. 3:20 and adam call his wife name eve; becaus she was the"
bible,religion,"mother of all living. 3:21 unto adam also and to his wife did the lord god make coat of skins, and cloth them. 3:22 and the lord god said, behold, the man is becom as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever: 3:23 therefor the lord god sent him forth from the garden of eden, to till the ground from whenc he was taken. 3:24 so he drove out the man; and he place at the east of the garden of eden cherubims, and a flame sword which turn everi way, to keep the way of the tree of life. 4:1 and adam knew eve his wife; and she conceived, and bare cain, and said, i have gotten a man from the lord. 4:2 and she again"
bible,religion,"bare his brother abel. and abel was a keeper of sheep, but cain was a tiller of the ground. 4:3 and in process of time it came to pass, that cain brought of the fruit of the ground an offer unto the lord. 4:4 and abel, he also brought of the firstl of his flock and of the fat thereof. and the lord had respect unto abel and to his offering: 4:5 but unto cain and to his offer he had not respect. and cain was veri wroth, and his counten fell. 4:6 and the lord said unto cain, whi art thou wroth? and whi is thi counten fallen? 4:7 if thou doest well, shalt thou not be accepted? and if thou doest not well, sin lieth at the door. and unto thee shall be his desire, and thou shalt rule over him. 4:8 and cain talk with abel his"
bible,religion,"brother: and it came to pass, when they were in the field, that cain rose up against abel his brother, and slew him. 4:9 and the lord said unto cain, where is abel thi brother? and he said, i know not: am i my brother keeper? 4:10 and he said, what hast thou done? the voic of thi brother blood crieth unto me from the ground. 4:11 and now art thou curs from the earth, which hath open her mouth to receiv thi brother blood from thi hand; 4:12 when thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugit and a vagabond shalt thou be in the earth. 4:13 and cain said unto the lord, my punish is greater than i can bear. 4:14 behold, thou hast driven me out this day from the face of the earth; and from thi face shall i"
bible,religion,"be hid; and i shall be a fugit and a vagabond in the earth; and it shall come to pass, that everi one that findeth me shall slay me. 4:15 and the lord said unto him, therefor whosoev slayeth cain, vengeanc shall be taken on him sevenfold. and the lord set a mark upon cain, lest ani find him should kill him. 4:16 and cain went out from the presenc of the lord, and dwelt in the land of nod, on the east of eden. 4:17 and cain knew his wife; and she conceived, and bare enoch: and he build a city, and call the name of the city, after the name of his son, enoch. 4:18 and unto enoch was born irad: and irad begat mehujael: and mehujael begat methusael: and methusael begat lamech. 4:19 and lamech took unto him two wives: the name of the one was adah,"
bible,religion,"and the name of the other zillah. 4:20 and adah bare jabal: he was the father of such as dwell in tents, and of such as have cattle. 4:21 and his brother name was jubal: he was the father of all such as handl the harp and organ. 4:22 and zillah, she also bare tubalcain, an instruct of everi artific in brass and iron: and the sister of tubalcain was naamah. 4:23 and lamech said unto his wives, adah and zillah, hear my voice; ye wive of lamech, hearken unto my speech: for i have slain a man to my wounding, and a young man to my hurt. 4:24 if cain shall be aveng sevenfold, truli lamech seventi and sevenfold. 4:25 and adam knew his wife again; and she bare a son, and call his name seth: for god, said she, hath appoint me anoth seed instead of abel, whom"
bible,religion,"cain slew. 4:26 and to seth, to him also there was born a son; and he call his name enos: then began men to call upon the name of the lord. 5:1 this is the book of the generat of adam. in the day that god creat man, in the like of god made he him; 5:2 male and femal creat he them; and bless them, and call their name adam, in the day when they were created. 5:3 and adam live an hundr and thirti years, and begat a son in his own likeness, and after his image; and call his name seth: 5:4 and the day of adam after he had begotten seth were eight hundr years: and he begat son and daughters: 5:5 and all the day that adam live were nine hundr and thirti years: and he died. 5:6 and seth live an hundr and five"
bible,religion,"years, and begat enos: 5:7 and seth live after he begat eno eight hundr and seven years, and begat son and daughters: 5:8 and all the day of seth were nine hundr and twelv years: and he died. 5:9 and eno live nineti years, and begat cainan: 5:10 and eno live after he begat cainan eight hundr and fifteen years, and begat son and daughters: 5:11 and all the day of eno were nine hundr and five years: and he died. 5:12 and cainan live seventi year and begat mahalaleel: 5:13 and cainan live after he begat mahalaleel eight hundr and forti years, and begat son and daughters: 5:14 and all the day of cainan were nine hundr and ten years: and he died. 5:15 and mahalaleel live sixti and five years, and begat jared: 5:16 and mahalaleel live after he begat jare eight hundr and thirti years, and begat"
bible,religion,"son and daughters: 5:17 and all the day of mahalaleel were eight hundr nineti and five years: and he died. 5:18 and jare live an hundr sixti and two years, and he begat enoch: 5:19 and jare live after he begat enoch eight hundr years, and begat son and daughters: 5:20 and all the day of jare were nine hundr sixti and two years: and he died. 5:21 and enoch live sixti and five years, and begat methuselah: 5:22 and enoch walk with god after he begat methuselah three hundr years, and begat son and daughters: 5:23 and all the day of enoch were three hundr sixti and five years: 5:24 and enoch walk with god: and he was not; for god took him. 5:25 and methuselah live an hundr eighti and seven years, and begat lamech. 5:26 and methuselah live after he begat lamech seven hundr eighti and two"
bible,religion,"years, and begat son and daughters: 5:27 and all the day of methuselah were nine hundr sixti and nine years: and he died. 5:28 and lamech live an hundr eighti and two years, and begat a son: 5:29 and he call his name noah, saying, this same shall comfort us concern our work and toil of our hands, becaus of the ground which the lord hath cursed. 5:30 and lamech live after he begat noah five hundr nineti and five years, and begat son and daughters: 5:31 and all the day of lamech were seven hundr seventi and seven years: and he died. 5:32 and noah was five hundr year old: and noah begat shem, ham, and japheth. 6:1 and it came to pass, when men began to multipli on the face of the earth, and daughter were born unto them, 6:2 that the son of god saw the daughter"
bible,religion,"of men that they were fair; and they took them wive of all which they chose. 6:3 and the lord said, my spirit shall not alway strive with man, for that he also is flesh: yet his day shall be an hundr and twenti years. 6:4 there were giant in the earth in those days; and also after that, when the son of god came in unto the daughter of men, and they bare children to them, the same becam mighti men which were of old, men of renown. 6:5 and god saw that the wicked of man was great in the earth, and that everi imagin of the thought of his heart was onli evil continually. 6:6 and it repent the lord that he had made man on the earth, and it griev him at his heart. 6:7 and the lord said, i will destroy man whom i have"
bible,religion,"creat from the face of the earth; both man, and beast, and the creep thing, and the fowl of the air; for it repenteth me that i have made them. 6:8 but noah found grace in the eye of the lord. 6:9 these are the generat of noah: noah was a just man and perfect in his generations, and noah walk with god. 6:10 and noah begat three sons, shem, ham, and japheth. 6:11 the earth also was corrupt befor god, and the earth was fill with violence. 6:12 and god look upon the earth, and, behold, it was corrupt; for all flesh had corrupt his way upon the earth. 6:13 and god said unto noah, the end of all flesh is come befor me; for the earth is fill with violenc through them; and, behold, i will destroy them with the earth. 6:14 make thee an ark of gopher"
bible,religion,"wood; room shalt thou make in the ark, and shalt pitch it within and without with pitch. 6:15 and this is the fashion which thou shalt make it of: the length of the ark shall be three hundr cubits, the breadth of it fifti cubits, and the height of it thirti cubits. 6:16 a window shalt thou make to the ark, and in a cubit shalt thou finish it above; and the door of the ark shalt thou set in the side thereof; with lower, second, and third stori shalt thou make it. 6:17 and, behold, i, even i, do bring a flood of water upon the earth, to destroy all flesh, wherein is the breath of life, from under heaven; and everi thing that is in the earth shall die. 6:18 but with thee will i establish my covenant; and thou shalt come into the ark, thou, and thi"
bible,religion,"sons, and thi wife, and thi son wive with thee. 6:19 and of everi live thing of all flesh, two of everi sort shalt thou bring into the ark, to keep them aliv with thee; they shall be male and female. 6:20 of fowl after their kind, and of cattl after their kind, of everi creep thing of the earth after his kind, two of everi sort shall come unto thee, to keep them alive. 6:21 and take thou unto thee of all food that is eaten, and thou shalt gather it to thee; and it shall be for food for thee, and for them. 6:22 thus did noah; accord to all that god command him, so did he. 7:1 and the lord said unto noah, come thou and all thi hous into the ark; for thee have i seen righteous befor me in this generation. 7:2 of everi clean"
bible,religion,"beast thou shalt take to thee by sevens, the male and his female: and of beast that are not clean by two, the male and his female. 7:3 of fowl also of the air by sevens, the male and the female; to keep seed aliv upon the face of all the earth. 7:4 for yet seven days, and i will caus it to rain upon the earth forti day and forti nights; and everi live substanc that i have made will i destroy from off the face of the earth. 7:5 and noah did accord unto all that the lord command him. 7:6 and noah was six hundr year old when the flood of water was upon the earth. 7:7 and noah went in, and his sons, and his wife, and his son wive with him, into the ark, becaus of the water of the flood. 7:8 of clean beasts,"
bible,religion,"and of beast that are not clean, and of fowls, and of everi thing that creepeth upon the earth, 7:9 there went in two and two unto noah into the ark, the male and the female, as god had command noah. 7:10 and it came to pass after seven days, that the water of the flood were upon the earth. 7:11 in the six hundredth year of noah life, in the second month, the seventeenth day of the month, the same day were all the fountain of the great deep broken up, and the window of heaven were opened. 7:12 and the rain was upon the earth forti day and forti nights. 7:13 in the selfsam day enter noah, and shem, and ham, and japheth, the son of noah, and noah wife, and the three wive of his son with them, into the ark; 7:14 they, and everi beast after"
bible,religion,"his kind, and all the cattl after their kind, and everi creep thing that creepeth upon the earth after his kind, and everi fowl after his kind, everi bird of everi sort. 7:15 and they went in unto noah into the ark, two and two of all flesh, wherein is the breath of life. 7:16 and they that went in, went in male and femal of all flesh, as god had command him: and the lord shut him in. 7:17 and the flood was forti day upon the earth; and the water increased, and bare up the ark, and it was lift up abov the earth. 7:18 and the water prevailed, and were increas great upon the earth; and the ark went upon the face of the waters. 7:19 and the water prevail exceed upon the earth; and all the high hills, that were under the whole heaven, were covered."
bible,religion,"7:20 fifteen cubit upward did the water prevail; and the mountain were covered. 7:21 and all flesh die that move upon the earth, both of fowl, and of cattle, and of beast, and of everi creep thing that creepeth upon the earth, and everi man: 7:22 all in whose nostril was the breath of life, of all that was in the dri land, died. 7:23 and everi live substanc was destroy which was upon the face of the ground, both man, and cattle, and the creep things, and the fowl of the heaven; and they were destroy from the earth: and noah onli remain alive, and they that were with him in the ark. 7:24 and the water prevail upon the earth an hundr and fifti days. 8:1 and god rememb noah, and everi live thing, and all the cattl that was with him in the ark: and god made"
bible,religion,"a wind to pass over the earth, and the water asswaged; 8:2 the fountain also of the deep and the window of heaven were stopped, and the rain from heaven was restrained; 8:3 and the water return from off the earth continually: and after the end of the hundr and fifti day the water were abated. 8:4 and the ark rest in the seventh month, on the seventeenth day of the month, upon the mountain of ararat. 8:5 and the water decreas continu until the tenth month: in the tenth month, on the first day of the month, were the top of the mountain seen. 8:6 and it came to pass at the end of forti days, that noah open the window of the ark which he had made: 8:7 and he sent forth a raven, which went forth to and fro, until the water were dri up from off"
bible,religion,"the earth. 8:8 also he sent forth a dove from him, to see if the water were abat from off the face of the ground; 8:9 but the dove found no rest for the sole of her foot, and she return unto him into the ark, for the water were on the face of the whole earth: then he put forth his hand, and took her, and pull her in unto him into the ark. 8:10 and he stay yet other seven days; and again he sent forth the dove out of the ark; 8:11 and the dove came in to him in the evening; and, lo, in her mouth was an oliv leaf pluckt off: so noah knew that the water were abat from off the earth. 8:12 and he stay yet other seven days; and sent forth the dove; which return not again unto him ani more. 8:13"
bible,religion,"and it came to pass in the six hundredth and first year, in the first month, the first day of the month, the water were dri up from off the earth: and noah remov the cover of the ark, and looked, and, behold, the face of the ground was dry. 8:14 and in the second month, on the seven and twentieth day of the month, was the earth dried. 8:15 and god spake unto noah, saying, 8:16 go forth of the ark, thou, and thi wife, and thi sons, and thi son wive with thee. 8:17 bring forth with thee everi live thing that is with thee, of all flesh, both of fowl, and of cattle, and of everi creep thing that creepeth upon the earth; that they may breed abund in the earth, and be fruitful, and multipli upon the earth. 8:18 and noah went forth, and his sons,"
bible,religion,"and his wife, and his son wive with him: 8:19 everi beast, everi creep thing, and everi fowl, and whatsoev creepeth upon the earth, after their kinds, went forth out of the ark. 8:20 and noah build an altar unto the lord; and took of everi clean beast, and of everi clean fowl, and offer burnt offer on the altar. 8:21 and the lord smell a sweet savour; and the lord said in his heart, i will not again curs the ground ani more for man sake; for the imagin of man heart is evil from his youth; neither will i again smite ani more everi thing living, as i have done. 8:22 while the earth remaineth, seedtim and harvest, and cold and heat, and summer and winter, and day and night shall not cease. 9:1 and god bless noah and his sons, and said unto them, be fruitful, and"
bible,religion,"multiply, and replenish the earth. 9:2 and the fear of you and the dread of you shall be upon everi beast of the earth, and upon everi fowl of the air, upon all that moveth upon the earth, and upon all the fish of the sea; into your hand are they delivered. 9:3 everi move thing that liveth shall be meat for you; even as the green herb have i given you all things. 9:4 but flesh with the life thereof, which is the blood thereof, shall ye not eat. 9:5 and sure your blood of your live will i require; at the hand of everi beast will i requir it, and at the hand of man; at the hand of everi man brother will i requir the life of man. 9:6 whoso sheddeth man blood, by man shall his blood be shed: for in the imag of god made"
bible,religion,"he man. 9:7 and you, be ye fruitful, and multiply; bring forth abund in the earth, and multipli therein. 9:8 and god spake unto noah, and to his son with him, saying, 9:9 and i, behold, i establish my coven with you, and with your seed after you; 9:10 and with everi live creatur that is with you, of the fowl, of the cattle, and of everi beast of the earth with you; from all that go out of the ark, to everi beast of the earth. 9:11 and i will establish my coven with you, neither shall all flesh be cut off ani more by the water of a flood; neither shall there ani more be a flood to destroy the earth. 9:12 and god said, this is the token of the coven which i make between me and you and everi live creatur that is with you, for"
bible,religion,"perpetu generations: 9:13 i do set my bow in the cloud, and it shall be for a token of a coven between me and the earth. 9:14 and it shall come to pass, when i bring a cloud over the earth, that the bow shall be seen in the cloud: 9:15 and i will rememb my covenant, which is between me and you and everi live creatur of all flesh; and the water shall no more becom a flood to destroy all flesh. 9:16 and the bow shall be in the cloud; and i will look upon it, that i may rememb the everlast coven between god and everi live creatur of all flesh that is upon the earth. 9:17 and god said unto noah, this is the token of the covenant, which i have establish between me and all flesh that is upon the earth. 9:18 and the son"
bible,religion,"of noah, that went forth of the ark, were shem, and ham, and japheth: and ham is the father of canaan. 9:19 these are the three son of noah: and of them was the whole earth overspread. 9:20 and noah began to be an husbandman, and he plant a vineyard: 9:21 and he drank of the wine, and was drunken; and he was uncov within his tent. 9:22 and ham, the father of canaan, saw the naked of his father, and told his two brethren without. 9:23 and shem and japheth took a garment, and laid it upon both their shoulders, and went backward, and cover the naked of their father; and their face were backward, and they saw not their father nakedness. 9:24 and noah awok from his wine, and knew what his younger son had done unto him. 9:25 and he said, curs be canaan; a servant of"
bible,religion,"servant shall he be unto his brethren. 9:26 and he said, bless be the lord god of shem; and canaan shall be his servant. 9:27 god shall enlarg japheth, and he shall dwell in the tent of shem; and canaan shall be his servant. 9:28 and noah live after the flood three hundr and fifti years. 9:29 and all the day of noah were nine hundr and fifti years: and he died. 10:1 now these are the generat of the son of noah, shem, ham, and japheth: and unto them were son born after the flood. 10:2 the son of japheth; gomer, and magog, and madai, and javan, and tubal, and meshech, and tiras. 10:3 and the son of gomer; ashkenaz, and riphath, and togarmah. 10:4 and the son of javan; elishah, and tarshish, kittim, and dodanim. 10:5 by these were the isl of the gentil divid in their lands;"
bible,religion,"everi one after his tongue, after their families, in their nations. 10:6 and the son of ham; cush, and mizraim, and phut, and canaan. 10:7 and the son of cush; seba, and havilah, and sabtah, and raamah, and sabtechah: and the son of raamah; sheba, and dedan. 10:8 and cush begat nimrod: he began to be a mighti one in the earth. 10:9 he was a mighti hunter befor the lord: wherefor it is said, even as nimrod the mighti hunter befor the lord. 10:10 and the begin of his kingdom was babel, and erech, and accad, and calneh, in the land of shinar. 10:11 out of that land went forth asshur, and build nineveh, and the citi rehoboth, and calah, 10:12 and resen between nineveh and calah: the same is a great city. 10:13 and mizraim begat ludim, and anamim, and lehabim, and naphtuhim, 10:14 and pathrusim, and casluhim,"
bible,religion,"(out of whom came philistim,) and caphtorim. 10:15 and canaan begat sidon his first born, and heth, 10:16 and the jebusite, and the amorite, and the girgasite, 10:17 and the hivite, and the arkite, and the sinite, 10:18 and the arvadite, and the zemarite, and the hamathite: and afterward were the famili of the canaanit spread abroad. 10:19 and the border of the canaanit was from sidon, as thou comest to gerar, unto gaza; as thou goest, unto sodom, and gomorrah, and admah, and zeboim, even unto lasha. 10:20 these are the son of ham, after their families, after their tongues, in their countries, and in their nations. 10:21 unto shem also, the father of all the children of eber, the brother of japheth the elder, even to him were children born. 10:22 the children of shem; elam, and asshur, and arphaxad, and lud, and aram. 10:23 and the children"
bible,religion,"of aram; uz, and hul, and gether, and mash. 10:24 and arphaxad begat salah; and salah begat eber. 10:25 and unto eber were born two sons: the name of one was peleg; for in his day was the earth divided; and his brother name was joktan. 10:26 and joktan begat almodad, and sheleph, and hazarmaveth, and jerah, 10:27 and hadoram, and uzal, and diklah, 10:28 and obal, and abimael, and sheba, 10:29 and ophir, and havilah, and jobab: all these were the son of joktan. 10:30 and their dwell was from mesha, as thou goest unto sephar a mount of the east. 10:31 these are the son of shem, after their families, after their tongues, in their lands, after their nations. 10:32 these are the famili of the son of noah, after their generations, in their nations: and by these were the nation divid in the earth after the flood."
